Observation,power,water,hotwater,prediction,gas,electricity,heating
10219,-6470.74010864269,1871.2182622535815,0.25849999999998763,1,0.4424,0.6848,0.198
9307,-8542.16575089514,8820.759590138852,0.036150000000002,1,0.0619,0.904,0.9334
3654,-1655.5004950849873,2921.031158851424,0.44595,0,0.8919,0.1752,0.3091
4281,-6103.830558078729,347.7643049036959,0.08825,1,0.1765,0.6459,0.0368
898,-2835.880106021716,52.92585509404069,0.20085000000000378,0,0.3989,0.3001,0.0056
8025,-4241.547512806226,4687.287922615032,0.5104499999999977,1,0.9397,0.4489,0.496
10138,-2697.6883980979665,5984.784784117137,0.4002000000000062,0,0.7692,0.2855,0.6333
2243,-6786.474015810717,2357.9709867791344,0.2780500000000002,1,0.5411,0.7182,0.2495
8901,-3570.5192071496394,7424.99301203353,0.0722499999999969,1,0.0565,0.3779,0.7857
1793,-2450.225333193705,289.245079621008,0.390400000000002,1,0.749,0.2593,0.0306
10279,-6111.8656633617,4160.0250950708405,0.1336000000000124,1,0.162,0.6468,0.4402
5143,-7948.448404483397,7067.832490148756,0.2760999999999983,1,0.4898,0.8412,0.7479
3608,,4744.150924501505,0.2007999999999934,1,0.396,,0.502
4833,-3524.4917690517727,7067.773566076444,0.2392590865842058,0,0.467,0.373,0.7479
8554,,1825.9485007444036,0.0667499999999898,1,0.0425,,0.1932
4523,-4088.7656177127506,8127.120103727677,0.4964,0,0.9928,0.4327,0.86
8649,-5525.143398836713,,0.0475999999999982,1,0.0876,0.5847,
5253,,3954.9381565814333,0.4254499999999906,1,0.8429,,0.4185
9090,-8962.905956553142,1671.7398939528211,0.446100000000005,0,0.8234,0.9485,0.1769
8335,-6922.915700338252,6892.9153259988,,0,,0.7326,0.7294
1412,-6227.01709053086,2820.8773188519904,0.0383499999999955,0,0.0607,0.659,0.2985
8441,-495.72114150663066,8460.712133159755,0.0338500000000039,0,0.0589,0.0525,0.8953
5705,-5322.49089544163,,0.5121999999999916,1,0.9684,0.5633,
9987,-2935.70134602115,442.28067471448287,0.31439999999998247,1,0.498,0.3107,0.0468
7610,,7695.257757692381,0.5583499999999993,1,0.9729,,0.8143
3993,-7680.715082220762,6079.383753927924,0.0583999999999991,1,0.11,0.8128,0.6433
6647,-8085.945100709039,614.2792037701151,0.2820500000000005,0,0.5615,0.8557,0.065
9835,-7682.075105616977,,0.4511000000000093,1,0.8614,0.813,
1794,-6533.35088071781,4733.700595822318,0.5055000000000017,1,0.9912,0.6914,0.5009
3087,-1171.5145056537579,8941.70928749666,0.13315,0,0.2663,0.124,0.9462
5948,-3861.6728101668623,5946.045504494714,0.4390499999999996,0,0.8473,0.4087,0.6292
3964,,2683.850822626349,0.2161999999999991,0,0.4256,,0.284
5614,,3988.9046777133167,0.4149,0,0.8298,,0.4221
6116,-5823.577095438799,7563.011019957279,0.43455,0,0.8691,0.6163,0.8003
384,-521.1864573555439,7628.148527126723,0.4120999999999964,1,0.7114,0.0552,0.8072
9469,,2482.546130929373,0.0578500000000033,0,0.1155,,0.2627
8877,-6699.382939584794,2897.4413663987275,0.46119999999999517,1,0.8208,0.709,0.3066
8384,-5387.796702611072,7050.787979582813,0.0524499999999989,1,0.0339,0.5702,0.7461
2392,-8145.410837689834,8664.921759951056,0.3921500000000047,1,0.7609,0.862,0.9169
1520,-2207.9623384780907,4034.2994392224946,0.0633500000000031,0,0.0867,0.2337,0.4269
8528,-4623.907250539913,3069.4187954543595,0.09050000000000939,1,0.1556,0.4894,0.3248
5264,,3134.838702623803,0.3619499999999964,1,0.7087,,0.3317
2468,-4243.587536202442,1563.064448670416,0.1948499999999989,0,0.3461,0.4491,0.1654
2080,-4799.004414689869,1651.0539365944478,0.1484499999999977,1,0.2889,0.5079,0.1747
285,-7292.075274298429,2789.7147328144306,0.3856500000000023,0,0.7245,0.7717,0.2952
8560,-9067.167243345008,4670.2595120490905,0.1333499999999982,0,0.2591,0.9595,0.4942
3814,-3204.194668283785,3357.62656337726,0.04785,0,0.0957,0.3391,0.3553
4442,-2149.6216131954034,2888.900761115757,0.1643,0,0.3286,0.2275,0.3057
3730,-2327.1638124396823,8416.407983348685,0.1581000000000067,1,0.3098,0.2463,0.8906
4966,-4262.147770164599,4792.229421105006,0.3750499999999972,1,0.7477,0.4511,0.5071
3707,,1899.4782131968177,0.1778,0,0.3556,,0.201
252,-2442.545239608842,4893.279172802549,0.3483,0,0.6966,0.2585,0.5178
310,-9203.38892787254,2678.1631524377017,0.4757,0,0.9514,0.9739,0.2834
10090,-3176.719329038657,7285.106180713565,0.3984000000000043,0,0.7914,0.3362,0.7709
4553,-6625.007015434272,3276.3818573399835,0.1851999999999995,0,0.367,0.7011,0.3467
6044,-6782.783969018286,6104.787469776837,0.4130999999999886,0,0.8226,0.7178,0.646
6145,-8781.68371051643,1185.9995811253762,0.2482000000000019,0,0.492,0.9293,0.1255
2330,-7204.409186374396,6246.528124493017,0.19589999999999952,0,0.3884,0.7624,0.661
1403,-3621.1748271493557,624.6613324493018,0.4366499999999995,0,0.8729,0.3832,0.0661
5071,,2407.039295080743,0.24055000000000387,1,0.3747,,0.2547
4079,-3379.906844131849,4480.315260729409,0.2800500000000062,0,0.5563,0.3577,0.4741
7384,-7613.559251655104,9218.603215042267,0.2170499999999926,0,0.3729,0.8057,0.9755
10150,,3846.210611299028,0.0433499999999881,0,0.0857,,0.407
5134,-3157.3090950764995,2729.2237841355272,0.437650000000005,1,0.8613,0.3342,0.2888
2969,-4409.024583371319,4706.26705657719,0.1314,1,0.2628,0.4666,0.498
793,-323.77901245099906,7259.597864864653,0.2272500000000029,1,0.3229,0.0343,0.7682
7110,,1164.2784426318979,0.2371890080429015,0,0.4522,,0.1232
9040,-6355.073669775422,1123.676509050257,0.4596999999999975,1,0.8716,0.6725,0.1189
5345,,2110.239121874872,0.2963000000000003,0,0.5746,,0.2233
1614,-6858.504904866917,3278.253680736199,0.4938500000000043,0,0.9853,0.7258,0.3469
6103,-4293.563156202159,2623.3853739474457,,0,,0.4544,0.2776
2932,-4581.1167124269505,3197.95158639703,0.2586000000000026,1,0.425,0.4848,0.3384
6973,-4540.3871611509385,3079.8171546965496,0.1782390080429015,0,0.3343,0.4805,0.3259
7662,-8964.040968251249,4549.302314691283,0.08975,0,0.1795,0.9486,0.4814
6958,,6810.723338826418,0.4718890080428873,0,0.9216,,0.7207
8889,-1537.0240328215034,3789.7360094125565,0.3737500000000018,1,0.7003,0.1627,0.401
9159,-8324.308048632221,4059.770255071407,0.406,0,0.812,0.8809,0.4296
3309,,7738.721995805342,0.2740999999999978,0,0.5342,,0.8189
6048,,8864.212328251815,0.18740000000000348,0,0.3626,,0.938
4067,-2418.014935458038,2168.8830471575607,0.1148500000000014,1,0.2279,0.2559,0.2295
8012,-9123.38794523148,17.023010565941618,0.25215000000001,1,0.4977,0.9655,0.0018
7993,-6271.722640341928,3678.9391407339353,0.45609999999999623,0,0.909,0.6637,0.3893
334,,1424.1826290485592,0.43340000000000334,1,0.8666,,0.1507
8457,,1531.9101626328563,0.3232999999999922,1,0.5332,,0.1621
9127,-1860.230023103191,4038.0683409887483,0.18116963350784782,0,0.334,0.1969,0.4273
1332,-3432.93749922589,3087.381917718409,0.1454999999999958,0,0.2874,0.3633,0.3267
344,-658.2131535811851,2489.254712816128,0.1831999999999948,1,0.2858,0.0697,0.2634
5629,-3078.4681124354383,8774.461616931567,0.228550000000007,0,0.4327,0.3258,0.9285
1385,-7868.332410144229,951.6496799946244,0.4817500000000005,1,0.9579,0.8327,0.1007
9022,-5449.402462988082,6319.308625247322,0.063799999999996,0,0.0876,0.5767,0.6687
9341,-8053.674702973371,8318.018166745467,0.4183000000000054,1,0.701,0.8523,0.8802
6321,,3861.3470102334604,0.4915274509803857,0,0.964,,0.4086
5493,-7744.515877692098,3322.702830547269,0.28025,1,0.5605,0.8196,0.3516
1283,-8045.319597690401,6121.831380342779,0.3646500000000025,0,0.7223,0.8514,0.6478
5192,-4415.159665258074,4628.727697332345,0.2584999999999954,1,0.4796,0.4673,0.4898
9294,-5810.506931665289,8455.975674669216,0.18215000000000112,0,0.3531,0.6149,0.8948
7898,-4309.678355069993,2773.6299339465963,0.31619999999999,1,0.508,0.4561,0.2935
6851,-6410.439359963786,2957.989815077631,0.138500000000002,1,0.2452,0.6784,0.313
1315,-6090.9354060033265,6827.968118829357,0.1525000000000023,1,0.2826,0.6446,0.7225
4690,-5364.429545267794,528.2926151699869,0.0902090865842058,0,0.1689,0.5677,0.0559
9800,-4779.399169029603,4161.949218467057,0.1608500000000035,1,0.3095,0.5058,0.4404
548,-1156.1243184840318,,0.4122999999999958,1,0.7448,0.1224,
7593,,4637.281002615315,0.2538500000000082,1,0.3745,,0.4907
639,-6130.070885625749,9329.163983720886,0.0212,0,0.0424,0.6487,0.9872
4578,-9396.905859762008,8885.962466290217,0.1828397716460545,0,0.3624,0.9944,0.9403
8816,-1377.922067539381,8749.907912780762,0.0334499999999917,1,0.0263,0.1459,0.9259
7076,-405.0159702309034,4224.226321105179,0.28258900804288734,0,0.543,0.0429,0.447
9629,-1978.2244958378785,4617.37945695505,0.524150000000001,1,0.9181,0.2094,0.4886
8974,-4773.3390988409565,7577.159895428897,0.028150000000005698,1,0.0277,0.5052,0.8018
466,-6056.169973173335,116.39183886726794,0.5070000000000028,1,0.986,0.6409,0.0123
3576,-4599.976946389108,8761.228653158058,0.421199999999998,0,0.8194,0.4868,0.9271
4479,-3162.354153567039,,0.047800000000000904,1,0.069,0.3347,
6657,-5512.758246761311,8082.894053916606,0.3067500000000117,1,0.5931,0.5834,0.8553
3646,-6569.1313252459095,1723.759337348754,0.1736999999999953,0,0.316,0.6952,0.1824
3430,-3101.058393190027,2463.6479969672155,0.4536499999999962,0,0.9071,0.3282,0.2607
2986,-8668.402306743486,3820.6925954501157,0.2742,0,0.5484,0.9173,0.4043
9189,-2290.118356213476,9204.474439570648,0.121950000000002,1,0.1359,0.2424,0.974
6748,-6265.247558455174,5476.342790535104,0.29255,0,0.5851,0.663,0.5795
6786,-1539.7990679158274,8186.8493407084725,0.4544500000000044,1,0.8975,0.163,0.8663
8955,-8039.769527501752,8420.054330141116,0.308700000000009,0,0.616,0.8508,0.891
1806,,532.9964977328384,0.2547,0,0.5094,,0.0564
9064,-6582.231489019418,6308.913496568136,0.0495000000000086,1,0.018,0.6966,0.6676
10113,-760.2944169768344,3748.1367946958103,0.1881500000000087,1,0.3655,0.0805,0.3966
7029,,3329.3002429970265,0.3696390080428873,0,0.7171,,0.3523
9738,-3076.3280890392225,7530.8000222216115,0.0200000000000039,1,0.0312,0.3256,0.7969
2765,-1370.1469622564105,576.4571358458003,0.19935,0,0.3987,0.145,0.061
9904,-1087.4884645221573,7637.613744107801,0.1406999999999973,1,0.1694,0.1151,0.8082
10086,-8596.361417687287,5415.8989418562005,0.1744499999999916,1,0.2381,0.9097,0.5731
8388,,6776.807987131531,0.1165000000000011,1,0.2218,,0.7171
9826,-7257.169841468438,8110.270093161735,0.23614999999999878,1,0.4347,0.768,0.8582
3390,-4857.945139972557,8876.544680327219,0.5450499999999989,1,0.9947,0.5141,0.9393
5240,-8741.573219195901,9287.62856900414,0.4196499999999944,1,0.8345,0.9251,0.9828
8287,-3027.4874807376136,1133.0988260313354,0.3098000000000025,1,0.509,0.3204,0.1199
6057,-9288.864992400357,5881.960509023379,0.1727499999999953,1,0.3141,0.983,0.6224
3777,-6241.4022660024775,677.7309875433424,0.0849499999999986,1,0.1657,0.6605,0.0717
2384,,5902.7454663817525,0.313350000000006,1,0.5099,,0.6246
9831,-7604.904146372132,8592.08305919675,0.4108999999999923,0,0.8,0.8048,0.9092
2253,-1660.6805652736348,3951.1065097890023,0.23390000000000438,0,0.4564,0.1758,0.4181
4766,-914.3694588778372,9218.620190969954,0.43810908658420583,0,0.8647,0.0968,0.9755
9,-7773.146228635334,8900.293972779915,0.4183000000000026,1,0.8328,0.8226,0.9418
5168,-3912.5434418646873,8612.874416555122,0.1048000000000018,1,0.1624,0.4141,0.9114
7435,-4195.351939598941,6311.7862316624605,0.4595500000000073,0,0.9041,0.444,0.6679
2847,-4050.1001380903285,5946.083104494714,0.221750000000002,1,0.4361,0.4286,0.6292
5405,,2990.9735245114066,0.0223499999999982,0,0.0371,,0.3165
8095,-8405.549054669498,4810.183743369055,0.3670499999999989,1,0.6143,0.8895,0.509
2162,-1219.6001022572593,6972.31360863986,0.0920499999999971,1,0.0841,0.1291,0.7378
3181,-9375.251056928173,7244.544077694926,0.27535000000000137,1,0.5245,0.9921,0.7666
2214,-4391.1993611072685,4488.823166012379,0.4818500000000015,1,0.8827,0.4647,0.475
5946,-8707.742798064017,3909.6241950722556,0.0695000000000069,1,0.1206,0.9215,0.4137
9071,-9414.441548248702,,0.14430000000000962,0,0.2786,0.9963,
1961,-8257.372218066565,363.87180377152976,0.2662000000000003,1,0.4626,0.8738,0.0385
10169,-306.7288018850579,2556.261643381787,0.023999999999989002,0,0.0264,0.0325,0.2705
4274,-9335.770565607641,7324.785672034096,0.0678,1,0.1356,0.9879,0.7751
10004,-6506.680553170789,,0.40794999999999615,1,0.7151,0.6886,
4386,-5784.981615816376,1522.4141456517775,0.3909500000000057,0,0.7807,0.6122,0.1611
8043,-6370.858868643256,8976.669520326652,0.4006,0,0.8012,0.6742,0.9499
8775,-5882.447820721488,8795.24677428994,0.10799999999999371,0,0.171,0.6225,0.9307
10199,,3284.8606626229544,0.1014,0,0.2028,,0.3476
2010,-4527.786057332911,4847.066999595262,0.2985499999999988,1,0.5565,0.4792,0.5129
3616,-2270.56311055321,6969.570473545537,0.2797000000000003,1,0.4926,0.2403,0.7375
6685,-4084.030559222211,2663.9968769660836,0.42614999999999065,0,0.8443,0.4322,0.2819
9414,-1748.7766531976656,1075.4481124467552,0.47294999999999815,0,0.9169,0.1851,0.1138
2564,,1793.794303008736,0.0916999999999957,1,0.1584,,0.1898
7900,,2273.7001456475336,0.32215000000000027,1,0.6263,,0.2406
9369,-11.815152075402047,3144.1577196048815,0.30515000000000203,1,0.5511,0.0013,0.3327
4116,-5801.11681468421,9281.906098815494,0.074099999999999,0,0.1474,0.6139,0.9822
131,,1935.5515577249166,0.050600000000000894,1,0.038,,0.2048
6248,,6276.822798832468,0.4064000000000123,1,0.7136,,0.6642
2294,-7008.501764866067,3117.6203920578614,0.4381000000000036,0,0.858,0.7417,0.3299
8504,-7562.288619957279,3579.7959124326094,0.2380499999999902,1,0.3183,0.8003,0.3788
6967,-7823.357800377678,7522.317147501643,0.3544890080428873,0,0.6868,0.8279,0.796
9408,,4330.052100730258,0.4175000000000025,0,0.828,,0.4582
3077,-405.110018488276,4796.915779595545,0.5239999999999985,1,0.9248,0.0429,0.5076
106,,7183.033917317915,0.4912,0,0.9824,,0.7601
1451,,5113.5219984616815,0.31580000000000197,1,0.5236,,0.5411
8517,-4422.849758842937,8641.200967498356,0.2573999999999923,1,0.493,0.4681,0.9144
1712,-5495.618036195369,1972.2972139511235,0.2311999999999984,0,0.4184,0.5816,0.2087
5191,-4861.405186764989,452.7508033936694,0.3823500000000049,0,0.7019,0.5145,0.0479
9886,,5125.761750537084,0.0919000000000051,1,0.1638,,0.5424
9331,-499.10118829906344,4355.61521657917,0.2579499999999987,1,0.4295,0.0529,0.4609
1462,-1130.54900263512,4107.9877516749075,0.5562500000000024,1,0.9865,0.1197,0.4347
5452,-658.8681652792928,9320.693978437917,0.3657999999999935,1,0.6712,0.0698,0.9863
9596,-3782.2318275258017,2809.519778474696,0.4432,1,0.8864,0.4003,0.2973
5432,-8158.336001463344,,0.0515999999999985,1,0.0776,0.8634,
4116,-4005.594588279258,144.587989810504,0.032699999999999,0,0.0646,0.4239,0.0153
8572,-1611.769956972025,5106.868116574927,0.2313499999999899,1,0.2955,0.1706,0.5404
8193,-7865.767375049905,6309.084296568136,0.22149999999999762,1,0.4166,0.8324,0.6676
3117,,2899.4783897949433,0.31629999999999736,1,0.6182,,0.3068
6485,-1508.9636818782674,2565.7069603628656,0.0493000000000014,0,0.0968,0.1597,0.2715
5310,-2518.72118715558,,0.4498500000000013,1,0.8277,0.2666,
6294,-1308.1712018793992,2219.872378855385,0.0816999999999944,1,0.0336,0.1385,0.2349
5804,-8914.69035994964,8281.18881051926,0.30424999999999913,0,0.5803,0.9434,0.8763
5838,,,0.0932000000000075,1,0.0892,,
5669,,5116.326833556004,0.1555000000000042,0,0.2628,,0.5414
1136,,,0.2881499999999942,1,0.5287,,
5480,-6002.909318079294,3152.6468248878523,0.213650000000002,1,0.4169,0.6353,0.3336
2809,,8760.28254145995,0.4187500000000018,1,0.7629,,0.927
7054,-7399.992559625352,7262.438930521978,0.032539008042901496,0,0.0429,0.7831,0.7685
26,-2048.4453614978606,2183.9220343272864,0.37155,0,0.7431,0.2168,0.2311
9247,-6623.882003736165,8535.396357310276,0.0898000000000084,1,0.007,0.701,0.9032
10157,,4196.830751297048,0.2107999999999954,1,0.314,,0.4441
1741,,7268.0961701476235,0.0257999999999994,0,0.0298,,0.7691
6127,-8633.831885611602,7623.492168636182,0.30475000000000196,1,0.4527,0.9137,0.8067
8803,-5495.33803619537,6917.519430149604,0.2802999999999975,1,0.5402,0.5816,0.732
4806,-7544.571532802649,1988.3356887466452,0.1969590865842058,0,0.3824,0.7984,0.2104
2805,-8553.985891272434,4205.3117565800185,0.4837999999999991,0,0.9608,0.9052,0.445
6592,,9382.104238814927,0.31989999999999735,0,0.6254,,0.9928
9270,,4796.917179595545,0.1455000000000047,1,0.2402,,0.5076
4243,-883.0659377308575,3377.5836090375255,0.34049999999999353,1,0.648,0.0935,0.3574
6910,,5204.1987214800365,0.2888499999999963,0,0.5685,,0.5507
398,-2905.5909716816986,470.6349256577189,0.3004,0,0.5978,0.3075,0.0498
8418,-5933.118452419312,7125.402303733335,0.3135500000000022,0,0.5833,0.6279,0.754
9212,,3846.2327112990283,0.1894000000000107,1,0.3362,,0.407
4926,-6150.741142984123,6302.283014681381,0.0351,0,0.0702,0.6509,0.6669
2834,-8091.845170897685,38.77777962242264,0.4312499999999986,1,0.7851,0.8563,0.0041
2671,-7074.902583733619,781.5624743352079,0.045099999999997906,0,0.0244,0.7487,0.0827
831,-9246.699465985503,,0.428,0,0.856,0.9785,
7266,,9174.258265231196,0.3834500000000009,0,0.7403,,0.9708
6863,-734.7091011279226,4762.914758463662,0.33835000000000204,0,0.6449,0.0778,0.504
1080,-7909.457913162867,7847.377141087748,0.44055,0,0.8811,0.837,0.8304
7360,-3910.1284067703637,2958.860826775739,0.5195999999999968,1,0.9572,0.4138,0.3131
8948,-3017.5373637565353,3142.192996208666,0.4168000000000026,1,0.8206,0.3194,0.3325
2228,-3428.0424407353503,1583.987506028789,0.1545999999999943,1,0.3074,0.3628,0.1676
6525,-504.07624678960235,9000.304612779348,0.11514999999999101,0,0.2257,0.0534,0.9524
7690,,2552.5264965893552,0.4795000000000021,1,0.8724,,0.2701
871,-6887.68026750826,1423.2613173504515,0.3535000000000004,1,0.6068,0.7289,0.1506
2207,-3395.882042999682,4605.043904879648,0.0298999999999991,0,0.056,0.3594,0.4873
945,,5494.4497127991535,0.1730500000000031,1,0.3031,,0.5814
4872,-1114.5838037672856,4506.835788276429,0.37814999999999244,0,0.7285,0.118,0.4769
899,-1780.312039235226,5294.900544498392,0.3643,0,0.7286,0.1884,0.5603
9230,,2434.361634325872,0.27714999999999146,0,0.5257,,0.2576
10327,-4663.917741860443,7013.925023356606,0.4925499999999847,1,0.8165,0.4936,0.7422
9879,-5195.544316197065,102.06146339564991,0.3765,0,0.753,0.5498,0.0108
3954,-8139.930767501188,5089.837006008985,0.25355,0,0.5071,0.8614,0.5386
3737,,,0.036699999999999094,0,0.0452,,
6360,-2464.1862929790486,3420.0265472170854,0.1730274509803999,0,0.327,0.2608,0.3619
6174,-9083.082442212843,,0.2368000000000047,1,0.374,0.9612,
650,-5087.632982612769,2717.8691437582324,0.163349999999995,1,0.2157,0.5384,0.2876
47,-813.3150720708755,1971.3275022530156,0.18630000000000022,0,0.324,0.0861,0.2086
3757,,9161.901213155794,0.075700000000003,0,0.1418,,0.9695
4279,-9437.831829003293,9150.5482727785,0.14655,1,0.2931,0.9987,0.9683
2587,-7082.292677318482,6325.05889543597,0.0309500000000034,0,0.0527,0.7495,0.6693
791,-6129.820885625749,8754.615071271302,0.3723000000000014,0,0.7184,0.6487,0.9264
9633,-4687.923034313139,2578.0229124382677,0.43830000000001146,1,0.7646,0.4961,0.2728
9558,-2026.5700924413793,5548.165979591301,0.3244999999999893,0,0.6368,0.2145,0.5871
6477,-2283.8932743267205,,0.463,0,0.926,0.2417,
3512,-4480.725472427517,8060.129973162018,0.0173499999999959,1,0.0007,0.4742,0.8529
6700,-955.096826787056,3602.420093187198,0.5245499999999969,1,0.9337,0.1011,0.3812
3357,-1078.863359239187,4111.754698467339,0.0955,0,0.188,0.1142,0.4351
8255,,8765.965611648597,0.0439000000000044,0,0.0276,,0.9276
2950,-7030.667033922548,,0.33735000000000415,0,0.6539,0.744,
9772,-5302.995649781364,1506.3585467839437,0.3069499999999964,0,0.5987,0.5612,0.1594
6583,-1376.2120441431657,3784.835150922017,0.42170000000000607,1,0.7694,0.1457,0.4005
7265,-81.5360177353848,6305.157549775705,0.3204499999999888,1,0.5551,0.0087,0.6672
2661,-5420.297100346739,7597.904552787271,0.1182999999999967,0,0.2338,0.5736,0.804
9388,-3743.786347903378,7050.732279582813,0.17905,0,0.3581,0.3962,0.7461
912,-8184.436317312257,8421.962353537332,0.1238000000000052,0,0.2216,0.8661,0.8912
9764,-6360.47373996407,336.4327645264015,0.0310999999999938,0,0.06,0.6731,0.0356
1210,-3660.4653184698864,8429.610247122197,0.2009499999999971,1,0.3507,0.3874,0.892
2224,-8501.950247876503,3580.7275241307175,0.48535,0,0.9707,0.8997,0.3789
5907,,589.7043996193105,0.0455000000000079,0,0.0734,,0.0624
5912,-7890.417679200709,8144.265414293619,0.1824,1,0.3648,0.835,0.8618
7372,-9163.27843655201,1206.8073384837492,0.3902500000000072,1,0.6739,0.9697,0.1277
4760,,4297.944278922278,0.0692590865842058,0,0.127,,0.4548
9069,-3475.343025640744,4463.310150163467,0.0441500000000073,0,0.0733,0.3678,0.4723
1612,-6488.965330906739,1116.0761154653937,0.49504999999999844,0,0.9735,0.6867,0.1181
6033,-7435.627052410826,,0.3980999999999999,1,0.6986,0.7869,
3743,-1470.0782022558446,6805.995249772875,0.1322499999999967,0,0.2587,0.1556,0.7202
8068,-7661.814848258606,7356.936269769763,0.1284499999999949,1,0.1245,0.8108,0.7785
7964,-6430.054605624051,3299.057638094572,0.0467499999999937,1,0.0759,0.6805,0.3491
4137,-2166.6118237613446,8640.34215580025,0.4794000000000048,1,0.902,0.2293,0.9143
9853,-3937.743746015492,3465.3578969615573,0.13535,0,0.2707,0.4167,0.3667
716,-5248.859982989215,7323.877660335988,0.45854999999999746,0,0.8723,0.5555,0.775
3834,,5158.853559970859,0.4294999999999991,0,0.8308,,0.5459
1377,-5129.1434973295145,5193.9641928008505,0.4108500000000001,1,0.7913,0.5428,0.5496
6420,-9081.312418816624,249.56338830047756,0.0302500000000076,1,0.0335,0.961,0.0264
1697,,3394.493719603467,0.1062999999999976,0,0.1618,,0.3592
241,,,0.1107000000000013,1,0.0884,,
4559,-8454.579662971108,3937.920946015492,,0,,0.8947,0.4167
10089,-3092.633287907056,7459.020233165414,0.116299999999982,0,0.1532,0.3273,0.7893
8592,-3313.826025264298,6274.902875436253,0.5458000000000075,1,0.9456,0.3507,0.664
9674,,5180.56802902734,0.08854999999999941,1,0.0821,,0.5482
8804,-2835.0501060217157,9172.29464183498,0.0143500000000114,1,0.0263,0.3001,0.9706
2060,-7333.855789015174,4078.713689033564,0.0955500000000059,0,0.1749,0.7761,0.4316
3464,-2111.661145271088,2452.3719565899214,0.41839999999999844,0,0.8172,0.2235,0.2595
5006,-4170.9016354481355,5218.354596951655,0.2697,0,0.5394,0.4414,0.5522
358,-2230.5226192326795,,0.1585499999999966,1,0.1953,0.2361,
7499,-4675.3578822377385,2062.0504252713713,0.4428499999999969,0,0.8739,0.4948,0.2182
1431,,7780.281310522089,0.2019,0,0.4038,,0.8233
4167,,7278.4839988268095,0.21255,0,0.4251,,0.7702
1698,,,0.3159499999999988,0,0.5699,,
4247,-36.475456226206795,271.2804573569585,0.2707499999999995,0,0.5381,0.0039,0.0287
5416,,7501.530459580267,0.35945000000000293,1,0.7153,,0.7938
9378,-652.2930833925377,859.0235335800533,0.21074999999999972,1,0.3573,0.0691,0.0909
249,-911.3962886740941,6260.783399964635,0.24935000000000257,1,0.4065,0.0965,0.6625
3896,-3730.4761841298687,7931.650082219348,0.4297,1,0.8594,0.3948,0.8393
5247,,7207.60542146872,0.3815,0,0.763,,0.7627
5347,-245.19304150804626,2757.5665350787626,0.26944999999999136,0,0.5377,0.026,0.2918
4334,,6576.468507132663,0.112450000000001,1,0.1923,,0.6959
10241,,176.8213875461716,0.1959500000000049,1,0.1827,,0.0187
7808,-5092.108041103309,4166.604776957596,0.23900000000000649,0,0.4074,0.5389,0.4409
1880,-8712.617856554558,5096.62098789574,0.37984999999999464,1,0.7185,0.922,0.5393
5048,,3695.9754512998775,0.2178999999999967,1,0.43,,0.3911
4881,-1588.7496762174364,2470.3438788539706,0.3076000000000048,1,0.5584,0.1682,0.2614
10194,-5479.842837327535,61.42576037701151,0.41195,0,0.8239,0.5799,0.0065
10073,-8810.839073157775,6144.524361097367,0.5681499999999925,1,0.9775,0.9324,0.6502
9426,-7009.386776564175,6147.31909619169,0.1408,1,0.2268,0.7418,0.6505
6225,-8659.457201460515,8990.99859579827,0.3886999999999895,1,0.7532,0.9164,0.9514
2036,,5113.480798461682,0.1614500000000039,0,0.2623,,0.5411
9508,-4652.797601483148,5545.328644496977,0.15545,0,0.3109,0.4924,0.5868
511,-2653.907859985005,2204.7711916856592,0.12434999999999899,1,0.1717,0.2809,0.2333
5487,-8426.81432372598,630.3841026379488,0.4535499999999943,1,0.8809,0.8918,0.0667
9690,-7237.144595808171,1740.8176479146955,0.2238499999999996,1,0.4169,0.7659,0.1842
1673,-4595.47188789857,7369.209921845167,0.2587500000000026,0,0.5015,0.4863,0.7798
5299,-5292.280521102177,5778.826933929622,0.19059999999999142,1,0.3098,0.5601,0.6115
9555,-9159.568389759579,,0.37055,0,0.7411,0.9693,
8238,-9345.77569428683,,0.1380500000000019,1,0.1741,0.989,
525,-6925.500735432575,3145.943943001097,0.4512,0,0.9024,0.7329,0.3329
10181,-7098.247876186316,4891.467749406332,0.5658500000000243,1,0.9453,0.7512,0.5176
7962,-7359.936116562195,5144.804984499241,0.0464500000000006,1,0.0843,0.7789,0.5444
1820,-3504.4783882820875,8220.702461840358,0.024350000000001502,0,0.0195,0.3709,0.8699
6123,-690.5535513168526,1809.70740187657,0.4865500000000047,0,0.9711,0.0731,0.1915
61,,,0.12,0,0.24,,
1126,-1459.4830735766584,6682.225017320744,0.2047000000000005,0,0.355,0.1545,0.7071
8133,-8478.184955423803,2354.970351684811,0.4401999999999958,0,0.8738,0.8972,0.2492
4617,-5356.869451682931,5543.46969702845,0.4498590865842058,0,0.8882,0.5669,0.5866
8283,-7792.216462597492,6501.689282982141,0.4842000000000052,0,0.9638,0.8246,0.688
6080,-4072.520418844917,3060.012578473281,0.0556499999999976,1,0.0087,0.431,0.3238
8705,-2097.2659697994704,8914.301048251533,0.23359999999999861,1,0.463,0.222,0.9433
6593,-6815.849378452063,7470.429173542708,0.0493000000000044,1,0.0872,0.7213,0.7905
8899,-3189.1244811140596,7566.71016674971,0.4757500000000047,0,0.9495,0.3375,0.8007
2906,-1626.870144141751,8157.382778067128,0.30019999999999913,0,0.5936,0.1722,0.8632
